2.661358e-01	2.629745e-01	3.860123e-01	5.573299e-01	6.695417e-01
2.982556e-01	2.971114e-01	4.164135e-01	6.071298e-01	5.603447e-01
2.960845e-01	2.834823e-01	4.012157e-01	6.185803e-01	6.273367e-01
3.467979e-01	3.411053e-01	4.811715e-01	7.110512e-01	2.783410e-01
3.425170e-01	3.420930e-01	4.811981e-01	6.972086e-01	2.752156e-01
2.372790e-01	2.363487e-01	3.341770e-01	4.855512e-01	7.581488e-01
2.895409e-01	2.878774e-01	4.066916e-01	5.906744e-01	5.930246e-01
3.586147e-01	3.529174e-01	4.971911e-01	7.381037e-01	1.082915e-01
2.288216e-01	2.272090e-01	3.312807e-01	4.735454e-01	7.732796e-01
1.625957e-01	1.633128e-01	2.335534e-01	3.325884e-01	8.939991e-01
2.792835e-01	2.774042e-01	4.024058e-01	5.804145e-01	6.221701e-01
3.365651e-01	3.336959e-01	4.687900e-01	6.908584e-01	3.543541e-01
2.065185e-01	2.057814e-01	2.920462e-01	4.222882e-01	8.262013e-01
1.584412e-01	1.578283e-01	2.282162e-01	3.256894e-01	9.047616e-01
2.518455e-01	2.584284e-01	4.039444e-01	6.068147e-01	7.072201e-01
2.065185e-01	2.057814e-01	2.920462e-01	4.222882e-01	8.262013e-01
3.622912e-01	3.541206e-01	4.990991e-01	7.495702e-01	6.324736e-02
2.987816e-01	2.946069e-01	4.167979e-01	6.120710e-01	5.669985e-01
2.559645e-01	2.557111e-01	3.691872e-01	5.294098e-01	6.956052e-01
3.443241e-01	3.406431e-01	4.814631e-01	7.002137e-01	2.758950e-01
2.525787e-02	2.519676e-02	3.595215e-02	5.110875e-02	1.003256e+00
2.891741e-01	2.904457e-01	4.080099e-01	5.927554e-01	5.885252e-01
2.832187e-01	2.906306e-01	4.319103e-01	6.539800e-01	6.008128e-01
3.507953e-01	3.489173e-01	4.916576e-01	7.179735e-01	1.945152e-01
3.550374e-01	3.574079e-01	5.012091e-01	7.317589e-01	1.490079e-02
2.837433e-01	2.834759e-01	4.088654e-01	5.857787e-01	5.988538e-01
3.546521e-01	3.622607e-01	4.990046e-01	7.527430e-01	6.339608e-02
2.844472e-01	2.842948e-01	4.065769e-01	5.793520e-01	5.950545e-01
3.374297e-01	3.347392e-01	4.728129e-01	6.830142e-01	3.291273e-01
2.306832e-01	2.331052e-01	3.437391e-01	4.982601e-01	7.687899e-01
3.510373e-01	3.500460e-01	4.890004e-01	7.309421e-01	2.142350e-01
2.549584e-01	2.520683e-01	3.953781e-01	5.882896e-01	7.151442e-01
2.908856e-01	2.852101e-01	4.021360e-01	5.992587e-01	6.120722e-01
1.527783e-01	1.519685e-01	2.206350e-01	3.182088e-01	9.194980e-01
2.231905e-01	2.229242e-01	3.221280e-01	4.611488e-01	7.855615e-01
3.014535e-02	3.010270e-02	4.290818e-02	6.097578e-02	1.001761e+00
2.275630e-01	2.292729e-01	3.239021e-01	4.753141e-01	7.846043e-01
4.112103e-02	4.109058e-02	5.835208e-02	8.273258e-02	9.960355e-01
3.364326e-01	3.344908e-01	4.718343e-01	6.858506e-01	3.432156e-01
3.307962e-01	3.361879e-01	4.634918e-01	6.984765e-01	3.859013e-01
2.599411e-01	2.576051e-01	3.609635e-01	5.375808e-01	7.118267e-01
2.792545e-01	2.823732e-01	4.136942e-01	5.974514e-01	6.147593e-01
2.791444e-01	2.761854e-01	4.155779e-01	5.971314e-01	6.277893e-01
2.597448e-01	2.594967e-01	3.972505e-01	5.872406e-01	6.903558e-01
2.378999e-01	2.353848e-01	3.359862e-01	4.956461e-01	7.671335e-01
3.440449e-01	3.403816e-01	4.818338e-01	7.001332e-01	2.758768e-01
2.600768e-01	2.598387e-01	3.964767e-01	5.849914e-01	6.887834e-01
2.615464e-01	2.602749e-01	3.744839e-01	5.391736e-01	6.836594e-01
